Query,Page,Clicks,Impressions,CTR,Position
interim bus,https://www.manpower.fr/offre-emploi/conducteur+autocar/transport/interim/s64c1.html,5,223,"2,2%","9,5"
manpower la ciotat,https://www.manpower.fr/offre-emploi/provence-alpes-cote-d-azur/13-bouches-du-rhone/la-ciotat/r18d13v13028?page=4&sort=date,5,223,"2,2%","5,1"
mission intérim lyon,https://www.manpower.fr/offre-emploi/lyon,5,223,"2,2%","10,6"
offres d'emploi nimes,https://www.manpower.fr/offre-emploi/occitanie/gard/nimes/r13d30v30189.html,5,223,"2,2%","10,7"
secrétaire comptable alternance,https://www.manpower.fr/offre-emploi/secretaire+comptable/formation-en-alternance/c4.html,5,223,"2,2%","5,3"
emploi week-end uniquement,https://www.manpower.fr/offre-emploi/week+end/interim/c1,5,222,"2,3%","9,1"
interim villedieu les poeles,https://www.manpower.fr/offre-emploi/normandie/50-manche/villedieu-les-poeles/r04d50v50639,5,222,"2,3%","8,0"
manpower saint-vit,https://www.manpower.fr/offre-emploi/bourgogne-franche-comte/doubs/saint-vit/r05d25v25527.html,5,222,"2,3%","3,0"
tourneur fraiseur commande numérique,https://www.manpower.fr/tourneur,5,222,"2,3%","6,8"
electricien interim toulouse,https://www.manpower.fr/offre-emploi/electricien/occitanie/haute-garonne/toulouse/r13d31v31555,5,221,"2,3%","3,6"
manpower dunkerque,https://www.manpower.fr/offre-emploi/manpower/hauts-de-france/59-nord/dunkerque/r17d59v59183?rayon=20,5,221,"2,3%","6,4"
métreur gros oeuvre,https://www.manpower.fr/metreur,5,221,"2,3%","5,0"
offre d'emploi préparateur de commande,https://www.manpower.fr/offre-emploi/preparateur+de+commandes/ile-de-france/r12,5,221,"2,3%","9,6"
offre emploi annonay,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/07-ardeche/annonay/r03d7v07010,5,221,"2,3%","13,1"
offre emploi perpignan,https://www.manpower.fr/offre-emploi/perpignan/interim/c1,5,221,"2,3%","10,0"
manpower,https://www.manpower.fr/offre-emploi/aeroport/ile-de-france/val-d-oise/roissy-en-france/r12d95v95527.html,5,220,"2,3%","2,0"
offre d'emploi masevaux,https://www.manpower.fr/offre-emploi/grand-est/haut-rhin/masevaux/r01d68v68201.html,5,220,"2,3%","2,6"
offre emploi chateauroux,https://www.manpower.fr/offre-emploi/centre/indre/chateauroux/r07d36v36044,5,220,"2,3%","9,5"
compétences d'une vendeuse,https://www.manpower.fr/vendeur,5,219,"2,3%","5,5"
interim préparateur de commande,https://www.manpower.fr/offre-emploi/preparateur+de+commandes/ile-de-france/r12.html,5,219,"2,3%","5,7"
emploi - saintes sans expérience,https://www.manpower.fr/offre-emploi/sans+experience/cdi/nouvelle-aquitaine/charente-maritime/saintes/c3r02d17v17415.html,5,218,"2,3%","8,5"
interim accueil,https://www.manpower.fr/offre-emploi/accueil+/interim/ile-de-france/paris/c1r12d75,5,218,"2,3%","17,0"
interim baud,https://www.manpower.fr/offre-emploi/bretagne/morbihan/baud/r06d56v56010.html,5,218,"2,3%","9,7"
emploi télétravail,https://www.manpower.fr/offre-emploi/teletravail/occitanie/haute-garonne/toulouse/r13d31v31555.html,5,217,"2,3%","7,6"
imprimerie emploi,https://www.manpower.fr/offre-emploi/imprimerie/s12,5,217,"2,3%","10,4"
intérim essonne,https://www.manpower.fr/offre-emploi/interim/ile-de-france/essonne/c1r12d91.html,5,217,"2,3%","6,7"
manpower contrat,https://www.manpower.fr/candidats/trouver-un-emploi/quel-contrat-pour-vous/interim,5,217,"2,3%","5,5"
offre d'emploi convoyage voiture,https://www.manpower.fr/offre-emploi/convoyeur+de+vehicules/interim/c1.html,5,217,"2,3%","9,9"
boite d'intérim ile de france,https://www.manpower.fr/,5,216,"2,3%","9,0"
boite interim blaye,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/33-gironde/blaye/r02d33v33058,5,216,"2,3%","9,0"
interim vaison la romaine,https://www.manpower.fr/offre-emploi/provence-alpes-cote-d-azur/vaucluse/vaison-la-romaine/r18d84v84137.html,5,216,"2,3%","7,9"
interin,https://www.manpower.fr/,5,216,"2,3%","4,3"
manpower castelnau,https://www.manpower.fr/offre-emploi/***/occitanie/haute-garonne/castelnau-d-estretefonds/r13d31v31118.html,5,216,"2,3%","4,5"
offre d'emploi peyrehorade,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/landes/peyrehorade/r02d40v40224.html,5,216,"2,3%","8,0"
travail de nuit marseille intérim,https://www.manpower.fr/offre-emploi/de+nuit+/provence-alpes-cote-d-azur/bouches-du-rhone/r18d13,5,216,"2,3%","9,2"
interim restauration toulouse,https://www.manpower.fr/offre-emploi/restauration/interim/occitanie/haute-garonne/toulouse/c1r13d31v31555.html,5,215,"2,3%","9,3"
pole emploi abbeville offre d'emploi,https://www.manpower.fr/offre-emploi/hauts-de-france/somme/abbeville/r17d80v80001.html,5,215,"2,3%","6,7"
cet intérim taux,https://www.manpower.fr/mon-manpower/espace-interimaires/mes-infos-et-avantages/mes-avantages/le-compte-cet,5,214,"2,3%","4,1"
offre d emploi valenciennes,https://www.manpower.fr/offre-emploi/hauts-de-france/nord/valenciennes/r17d59v59606,5,214,"2,3%","7,7"
offre d'emploi la loupe,https://www.manpower.fr/offre-emploi/centre-val-de-loire/28-eure-et-loir/la-loupe/r07d28v28214,5,214,"2,3%","8,6"
assistante administrative montpellier,https://www.manpower.fr/offre-emploi/assistante+administrative/occitanie/herault/montpellier/r13d34v34172.html,5,213,"2,3%","9,5"
boite intérim nantes,https://www.manpower.fr/nos-agences/nantes-tertiaire.html,5,213,"2,3%","4,1"
interim esthéticienne,https://www.manpower.fr/offre-emploi/esth%C3%A9tique/interim/c1.html,5,213,"2,3%","6,0"
interim usine,https://www.manpower.fr/offre-emploi/usine/hauts-de-france/nord/r17d59.html,5,213,"2,3%","9,4"
offre d emploi week end uniquement,https://www.manpower.fr/offre-emploi/week+end/interim/c1.html,5,213,"2,3%","9,7"
offre d'emploi angers sans expérience,https://www.manpower.fr/offre-emploi/sans+diplome/pays-de-la-loire/maine-et-loire/angers/r19d49v49007.html,5,213,"2,3%","10,4"
qualité d un vendeur,https://www.manpower.fr/vendeur,5,213,"2,3%","1,8"
emploi loriol sur drome,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/26-drome/loriol-sur-drome/r03d26v26166,5,212,"2,4%","6,3"
emploi segré,https://www.manpower.fr/offre-emploi/pays-de-la-loire/maine-et-loire/segre/r19d49v49331,5,212,"2,4%","8,2"
manpower angers tertiaire,https://www.manpower.fr/nos-agences/maine-et-loire+angers.html,5,212,"2,4%","3,9"
manpower cours,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/69-rhone/cours-la-ville/r03d69v69066,5,212,"2,4%","3,8"
travail de nuit besançon,https://www.manpower.fr/offre-emploi/de+nuit/interim/bourgogne-franche-comte/doubs/besancon/c1r05d25v25056.html,5,212,"2,4%","9,8"
travailler week end,https://www.manpower.fr/offre-emploi/week+end/interim/c1,5,212,"2,4%","9,9"
manpower grande synthe,https://www.manpower.fr/offre-emploi/formation/hauts-de-france/nord/grande-synthe/r17d59v59271.html,5,211,"2,4%","8,6"
manpower marignane,https://www.manpower.fr/offre-emploi/interim+/interim/provence-alpes-cote-d-azur/bouches-du-rhone/marignane/c1r18d13v13054.html,5,211,"2,4%","2,1"
participation benefice interim,https://www.manpower.fr/mon-manpower/espace-interimaires/mes-infos-et-avantages/mes-infos-pratiques/remuneration/participation-aux-benefices,5,211,"2,4%","5,1"
preparateur de commande medicament,https://www.manpower.fr/offre-emploi/pharmaceutique/logistique/preparateur-de-commandes-h-f/s70m00989.html,5,211,"2,4%","7,0"
agent de production lyon,https://www.manpower.fr/offre-emploi/agent+de+production/auvergne-rhone-alpes/rhone/r03d69.html,5,210,"2,4%","4,6"
cabinet recrutement manpower,https://www.manpower.fr/webdav/site/manpower/shared/landing_pages/nos_cabinets_de_recrutement/index.html,5,210,"2,4%","5,0"
cdi intérimaire manpower avis,https://www.manpower.fr/,5,210,"2,4%","7,5"
emploi maclas,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/loire/maclas/r03d42v42129.html,5,210,"2,4%","4,3"
fiche métier agent magasinier,https://www.manpower.fr/magasinier,5,210,"2,4%","5,2"
manpower chalon-sur-saône,https://www.manpower.fr/offre-emploi/bourgogne-franche-comte/saone-et-loire/chalon-sur-saone/r05d71v71076.html,5,210,"2,4%","3,0"
manpower.fr offre d'emploi,https://www.manpower.fr/offre-emploi/ile-de-france/r12.html,5,210,"2,4%","1,4"
offre d'emploi mont de marsan,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/landes/mont-de-marsan/r02d40v40192.html,5,210,"2,4%","17,3"
offres d'emploi chez manpower france,https://www.manpower.fr/offre-emploi/nord-pas-de-calais/pas-de-calais/r17d62.html,5,210,"2,4%","1,0"
intereim,https://www.manpower.fr/,5,209,"2,4%","7,4"
job inventoriste,https://www.manpower.fr/offre-emploi/inventoriste,5,209,"2,4%","8,3"
manpower bain-de-bretagne,https://www.manpower.fr/offre-emploi/bretagne/35-ille-et-vilaine/bain-de-bretagne/r06d35v35012,5,209,"2,4%","3,1"
metier dans l industrie,https://www.manpower.fr/metiers-de-l-industrie,5,209,"2,4%","5,9"
offre emploi airbus rochefort,https://www.manpower.fr/offre-emploi/airbus/nouvelle-aquitaine/charente-maritime/rochefort/r02d17v17299.html,5,209,"2,4%","6,9"
offre emploi les herbiers sans expérience,https://www.manpower.fr/offre-emploi/pays-de-la-loire/vendee/les-herbiers/r19d85v85109.html,5,209,"2,4%","9,4"
interim lyon 6,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/rhone/lyon-6e-arrondissement/r03d69v69386.html,5,208,"2,4%","8,0"
interim manpower paris,https://www.manpower.fr/,5,208,"2,4%","6,8"
"travail de nuit centre de tri, la poste",https://www.manpower.fr/offre-emploi/de+nuit/logistique/agent-de-tri-h-f/s70m03367.html,5,208,"2,4%","9,9"
travail week end,https://www.manpower.fr/offre-emploi/week+end/ile-de-france/r12,5,208,"2,4%","21,2"
interim marignier,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/74-haute-savoie/marignier/r03d74v74164,5,207,"2,4%","7,7"
manpower,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/charente/angouleme/r02d16v16015.html,5,207,"2,4%","1,3"
mission interim courte,https://www.manpower.fr/offre-emploi?rayon=20&contracts=1,5,207,"2,4%","8,0"
mypeopledoc coffre-fort,https://www.manpower.fr/mon-manpower/espace-interimaires/mes-infos-et-avantages/mes-avantages/mon-e-coffre-fort,5,207,"2,4%","9,9"
offre d'emploi dans l'eure 27,https://www.manpower.fr/offre-emploi/normandie/27-eure/r04d27,5,207,"2,4%","7,8"
offre emploi louhans,https://www.manpower.fr/offre-emploi/bourgogne-franche-comte/saone-et-loire/louhans/r05d71v71263.html,5,207,"2,4%","7,8"
site d'offre d'emploi,https://www.manpower.fr/,5,207,"2,4%","14,2"
technicien d'usinage offre d'emploi,https://www.manpower.fr/offre-emploi/production-industrielle-mecanique/technicien-usinage-h-f/s16m02341.html,5,207,"2,4%","5,6"
agence recherche emploi,https://www.manpower.fr/,5,206,"2,4%","7,2"
interim travail week end,https://www.manpower.fr/offre-emploi/week+end/interim/c1,5,206,"2,4%","7,3"
monteur assembleur emploi,https://www.manpower.fr/offre-emploi/assembleur+monteur,5,206,"2,4%","7,2"
offre d'emploi belleville,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/69-rhone/belleville/r03d69v69019,5,206,"2,4%","7,1"
offre d'emploi nord,https://www.manpower.fr/offre-emploi/hauts-de-france/nord/r17d59.html,5,206,"2,4%","6,4"
boite iterim,https://www.manpower.fr/,5,205,"2,4%","5,6"
ecoffrefort,https://www.manpower.fr/mon-manpower/espace-interimaires/mes-infos-et-avantages/mes-avantages/mon-e-coffre-fort,5,205,"2,4%","3,1"
intérim beauvais offre emploi,https://www.manpower.fr/offre-emploi/hauts-de-france/oise/beauvais/r17d60v60057.html,5,205,"2,4%","9,1"
offre d'emploi usine autour de moi,https://www.manpower.fr/offre-emploi/usine/interim/c1.html,5,205,"2,4%","4,4"
emploi cariste caces 4,https://www.manpower.fr/offre-emploi/caces+4/interim/c1.html,5,204,"2,5%","4,6"
manpower,https://www.manpower.fr/nos-agences/chatellerault.html,5,204,"2,5%","1,8"
manpower,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/haute-savoie/rumilly/r03d74v74225,5,204,"2,5%","1,1"
postuler en ligne,https://www.manpower.fr/,5,204,"2,5%","15,7"
emploi 27,https://www.manpower.fr/offre-emploi/normandie/27-eure/r04d27,5,203,"2,5%","7,5"
interim aix les bains,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/savoie/aix-les-bains/r03d73v73008.html,5,203,"2,5%","9,9"
interim nuit,https://www.manpower.fr/offre-emploi/de+nuit+/nord-pas-de-calais/nord/r17d59,5,203,"2,5%","42,1"
mission travail 1 jour,https://www.manpower.fr/offre-emploi/midi/interim/c1.html,5,203,"2,5%","9,2"
agence interim pour handicapé,https://www.manpower.fr/candidats/nos-conseils-emploi/nos-conseils-si-vous-etes/travailleur-handicape,5,202,"2,5%","7,0"
conducteur d'engins offre d'emploi,https://www.manpower.fr/offre-emploi/construction-travaux-publics/conducteur-d-engins-tp-h-f/s9m01287?rayon=20,5,202,"2,5%","6,7"
métier nucléaire sans diplôme,https://www.manpower.fr/offre-emploi/sans+diplome/nucleaire-autres-energies/s54.html,5,202,"2,5%","6,4"
qu'est ce qu'un manoeuvre,https://www.manpower.fr/manoeuvre,5,202,"2,5%","1,6"
rh interim offre d'emploi,https://www.manpower.fr/offre-emploi/rh/interim/c1,5,202,"2,5%","5,0"
interim les abrets,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/isere/les-abrets/r03d38v38001.html,5,201,"2,5%","6,4"
manpower restauration paris,https://www.manpower.fr/offre-emploi/restauration/interim/ile-de-france/paris/c1r12d75.html,5,201,"2,5%","6,3"
manpower sablé,https://www.manpower.fr/offre-emploi/***/pays-de-la-loire/sarthe/sable-sur-sarthe/r19d72v72264.html,5,201,"2,5%","4,7"
mission intérim paris étudiant,https://www.manpower.fr/candidats/nos-conseils-emploi/nos-conseils-si-vous-etes/etudiant,5,201,"2,5%","10,9"
offre d emploi gournay en bray,https://www.manpower.fr/offre-emploi/normandie/seine-maritime/gournay-en-bray/r04d76v76312.html,5,201,"2,5%","5,2"
boite interim chaumont,https://www.manpower.fr/nos-agences/chaumont.html,5,200,"2,5%","2,9"
offre emploi bayonne,https://www.manpower.fr/offre-emploi/nouvelle-aquitaine/pyrenees-atlantiques/bayonne/r02d64v64102,5,200,"2,5%","10,4"
assistant administratif marseille,https://www.manpower.fr/offre-emploi/assistant+administratif/provence-alpes-cote-d-azur/bouches-du-rhone/r18d13.html,5,199,"2,5%","5,8"
interim malakoff,https://www.manpower.fr/offre-emploi/ile-de-france/92-hauts-de-seine/malakoff/r12d92v92046,5,199,"2,5%","10,6"
intérim poitiers sans expérience,https://www.manpower.fr/offre-emploi/sans+diplome/nouvelle-aquitaine/vienne/poitiers/r02d86v86194.html,5,199,"2,5%","11,1"
offre d'emploi dans l'oise,https://www.manpower.fr/offre-emploi/hauts-de-france/oise/r17d60.html,5,199,"2,5%","8,6"
offre d'emploi saint omer,https://www.manpower.fr/offre-emploi/hauts-de-france/pas-de-calais/saint-omer/r17d62v62765.html,5,199,"2,5%","10,3"
man power grasse,https://www.manpower.fr/offre-emploi/provence-alpes-cote-d-azur/alpes-maritimes/grasse/r18d06v06069.html,5,198,"2,5%","2,9"
emploi urgent (manche),https://www.manpower.fr/offre-emploi/normandie/manche/r04d50.html,5,197,"2,5%","7,5"
interim bruguieres,https://www.manpower.fr/offre-emploi/occitanie/haute-garonne/bruguieres/r13d31v31091.html,5,197,"2,5%","5,5"
manpower alstom crespin,https://www.manpower.fr/offers/details/1101203805,5,197,"2,5%","6,4"
offre d'emploi pont de beauvoisin,"https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/73-savoie/le-pont-de-beauvoisin/r03d73v73204?contracts=1,3,2,11,-2",5,197,"2,5%","7,9"
conseiller entreprise banque,https://www.manpower.fr/conseiller-clientele,5,196,"2,6%","3,9"
emploi agroalimentaire haute garonne,https://www.manpower.fr/offre-emploi/agroalimentaire/occitanie/haute-garonne/r13d31.html,5,196,"2,6%","8,5"
emploi hérault cdi,https://www.manpower.fr/offre-emploi/***/cdi/occitanie/herault/c3r13d34.html,5,196,"2,6%","7,6"
emploi lestrem,https://www.manpower.fr/offre-emploi/hauts-de-france/62-pas-de-calais/lestrem/r17d62v62502,5,196,"2,6%","6,6"
inscription man power,https://www.manpower.fr/candidats/trouver-un-emploi/tous-vos-services-candidat,5,196,"2,6%","3,6"
interim rennes offre d'emploi,https://www.manpower.fr/offre-emploi/bretagne/ille-et-vilaine/rennes/r06d35v35238.html,5,196,"2,6%","6,7"
offre d'emploi dans le gard sans diplome,https://www.manpower.fr/offre-emploi/sans+diplome/cdi/occitanie/gard/c3r13d30.html,5,196,"2,6%","6,9"
qu'est ce qu'un opérateur de saisie,https://www.manpower.fr/operateur-de-saisie,5,196,"2,6%","2,2"
agence interim rive de gier,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/42-loire/rive-de-gier/r03d42v42186,5,195,"2,6%","10,0"
agent maintenance industrielle,https://www.manpower.fr/agent-de-maintenance,5,195,"2,6%","3,6"
boite d'intérim tertiaire,https://www.manpower.fr/candidats/votre-metier/metiers-du-tertiaire,5,195,"2,6%","6,6"
emploi auxerre sans diplome,https://www.manpower.fr/offre-emploi/sans+diplome/interim/bourgogne-franche-comte/yonne/c1r05d89.html,5,195,"2,6%","10,9"
femme de chambre interim,https://www.manpower.fr/offre-emploi/femme+de+chambre,5,195,"2,6%","8,7"
interim administratif,https://www.manpower.fr/offre-emploi/assistant+administratif/occitanie/haute-garonne/toulouse/r13d31v31555.html,5,195,"2,6%","34,6"
que fait un infirmier,https://www.manpower.fr/infirmier,5,195,"2,6%","4,7"
stellantis charleville,https://www.manpower.fr/offre-emploi/stellantis/grand-est/ardennes/r01d08,5,195,"2,6%","11,4"
interim manpower,https://www.manpower.fr/nos-agences,5,194,"2,6%","5,4"
mission manpower,https://www.manpower.fr/,5,194,"2,6%","4,9"
offre d'emploi tefal rumilly,https://www.manpower.fr/offre-emploi/auvergne-rhone-alpes/74-haute-savoie/rumilly/r03d74v74225,5,194,"2,6%","8,3"
offre d'emploi vauvert,https://www.manpower.fr/offre-emploi/occitanie/30-gard/vauvert/r13d30v30341,5,194,"2,6%","7,6"
offres d'emploi cariste,https://www.manpower.fr/offre-emploi/cariste,5,194,"2,6%","8,7"
emploi moulins,https://www.manpower.fr/offre-emploi/***/auvergne/allier/moulins/r03d03v03190.html,5,193,"2,6%","14,6"
interim senior,https://www.manpower.fr/mon-manpower/espace-interimaires/mes-infos-et-avantages/mes-infos-pratiques/emploi-des-jeunes-et-des-seniors,5,193,"2,6%","11,6"
manpower preparateur de commande,https://www.manpower.fr/offre-emploi/de+nuit/logistique/preparateur-de-commandes-h-f/s70m00989.html,5,193,"2,6%","7,9"
metier en batiment,https://www.manpower.fr/candidats/votre-metier/metiers-du-btp,5,193,"2,6%","4,2"
prime de vacances manpower,https://www.manpower.fr/webdav/site/manpower/shared/landing_pages/entre-nous/images/slider/2020/Entre_Nous_Juillet_Aout_2020.pdf,5,193,"2,6%","9,3"
travailler usine,https://www.manpower.fr/offre-emploi/usine/interim/c1.html,5,193,"2,6%","5,4"
emploi toulouse temps partiel,https://www.manpower.fr/offre-emploi/temps+partiel/occitanie/haute-garonne/toulouse/r13d31v31555.html,5,192,"2,6%","10,6"
interim teletravail,https://www.manpower.fr/offre-emploi/teletravail,5,192,"2,6%","13,6"
manpower informatique,https://www.manpower.fr/offre-emploi/informatique/hauts-de-france/nord/lille/r17d59v59350.html,5,192,"2,6%","11,8"
offre d'emploi ligny en barrois,https://www.manpower.fr/offre-emploi/grand-est/meuse/ligny-en-barrois/r01d55v55291.html,5,192,"2,6%","4,8"
offre d'emploi orleans,https://www.manpower.fr/offre-emploi/centre/loiret/orleans/r07d45v45234,5,192,"2,6%","10,3"
offres d'emploi indre,https://www.manpower.fr/offre-emploi/centre-val-de-loire/36-indre/r07d36,5,192,"2,6%","6,1"
